years_experience,skills_python,skills_sql,skills_ml,skills_deep_learning,skills_cloud,job_posting_month,job_posting_year,hiring_urgency,job_openings,total_skills,job_title_business analyst,job_title_data analyst,job_title_data engineer,job_title_data scientist,job_title_machine learning engineer,company_size_medium,company_size_small,company_industry_education,company_industry_finance,company_industry_healthcare,company_industry_retail,company_industry_technology,country_canada,country_germany,country_india,country_singapore,country_uk,country_usa,remote_type_onsite,remote_type_remote,education_level_master,education_level_phd,salary
7,1,1,0,1,0,1,2026,1,6,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,82301
6,1,0,0,1,0,3,2023,3,8,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,107288
4,1,1,0,1,1,7,2024,1,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,169400
0,1,0,1,0,1,11,2024,1,4,3,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,126930
4,1,1,0,1,1,1,2025,1,6,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,90204
9,0,1,1,1,0,12,2026,3,3,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,83709
9,1,1,1,1,0,9,2023,3,1,4,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,106490
1,0,0,1,0,0,8,2024,1,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,177876
7,1,0,0,1,0,7,2023,1,6,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,80172
4,0,0,1,0,1,2,2020,1,6,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,76282
11,1,0,1,1,1,9,2026,3,7,4,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,183463
8,1,1,0,1,0,2,2022,2,5,3,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,159818
6,1,1,0,1,0,12,2020,1,3,3,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,88738
4,0,0,0,1,1,9,2021,3,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,79491
10,0,0,1,1,0,4,2021,3,6,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,192073
12,0,1,0,0,1,8,2026,2,3,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,105724
7,1,0,0,0,0,6,2022,1,5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,141747
8,1,1,1,1,1,7,2021,3,3,5,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,152609
11,0,1,0,0,0,6,2020,2,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,53956
14,1,1,1,1,1,5,2024,3,6,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,182236
6,1,0,1,0,1,3,2024,1,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,72793
5,0,1,0,0,1,10,2024,1,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,56688
14,1,0,1,1,0,8,2020,3,7,3,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,144516
5,0,1,0,0,1,7,2025,3,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,131705
10,1,1,0,0,0,8,2024,2,1,2,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,142861
14,1,1,0,0,1,4,2025,2,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,128849
12,0,1,0,0,1,8,2020,2,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,101627
7,0,0,1,1,1,12,2021,3,2,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,182875
9,0,0,1,0,1,8,2025,2,5,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,118491
12,0,0,1,1,0,4,2026,3,3,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,104526
12,1,1,0,1,0,10,2024,2,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,171633
3,1,1,1,0,0,3,2022,3,9,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,114901
2,1,1,0,0,1,3,2021,3,9,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,111610
2,0,1,0,1,0,9,2021,1,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,101066
2,0,1,1,0,1,8,2026,3,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,143892
13,1,1,0,0,1,7,2023,2,3,3,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,83543
9,1,0,1,0,0,4,2025,2,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,89504
11,1,1,0,0,1,3,2024,2,2,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,106389
8,1,0,1,0,0,4,2020,2,6,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,119938
2,1,0,0,0,0,1,2020,1,3,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,49089
4,1,1,0,0,0,8,2025,1,4,2,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,103378
7,0,1,1,0,0,12,2021,3,7,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,64376
7,1,1,1,1,1,7,2026,3,2,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,136432
10,0,0,0,0,0,6,2024,3,9,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,100243
14,1,0,1,1,0,3,2026,3,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,121523
14,0,0,0,0,1,6,2026,2,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,112830
2,0,1,1,0,0,6,2021,1,3,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,100568
6,0,0,1,0,0,2,2025,3,9,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,125559
12,1,1,0,1,0,1,2024,2,4,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,94437
14,0,0,0,0,1,4,2025,3,7,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,60024
7,0,1,1,1,1,4,2026,3,2,4,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,179897
2,1,1,0,0,0,12,2024,1,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,99995
3,1,1,0,0,0,12,2024,1,3,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,99318
9,1,0,1,0,0,9,2025,2,4,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,93740
10,0,0,1,0,0,4,2026,2,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,69522
3,1,0,1,0,1,1,2021,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,162112
7,0,0,1,1,1,7,2024,3,9,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,163691
2,1,0,0,0,1,12,2023,1,5,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,57108
6,1,0,0,1,1,11,2022,3,9,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,103945
3,0,1,1,1,0,10,2026,3,6,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,131466
6,0,0,1,0,1,4,2025,1,2,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,96928
12,1,0,1,0,0,5,2022,3,7,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,152204
11,1,1,1,0,1,5,2026,2,2,4,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,120001
3,0,0,0,0,0,9,2025,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,133168
10,0,0,0,0,1,4,2026,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,105789
8,0,1,0,1,0,3,2020,3,7,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,171159
13,1,1,1,1,1,8,2024,3,1,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,115442
8,0,0,1,1,0,12,2025,3,3,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,170644
13,0,1,0,0,0,9,2024,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,100537
6,1,1,1,0,1,3,2024,1,2,4,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,120719
12,0,0,1,1,1,6,2025,3,2,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,129139
9,0,1,1,1,1,7,2020,3,2,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,164122
11,1,1,0,1,0,11,2021,2,1,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,92564
1,0,1,1,0,0,2,2020,3,9,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,153205
14,1,1,1,0,0,8,2025,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,156236
10,0,1,1,1,0,7,2026,3,6,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,133861
9,1,0,1,1,1,12,2022,3,3,4,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,183251
7,0,0,0,1,1,5,2025,3,7,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,72700
10,1,1,0,1,0,6,2021,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,154906
13,0,0,1,1,0,12,2024,3,9,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,123062
8,0,0,1,1,0,10,2022,3,7,2,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,129841
1,1,1,1,1,0,10,2021,3,1,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,148310
9,0,1,1,0,0,7,2026,3,8,2,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,111737
2,1,0,1,0,1,5,2025,1,3,3,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,103126
13,0,1,1,0,0,4,2020,2,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,106085
12,0,0,1,0,1,1,2022,2,2,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,97349
8,0,1,0,1,1,2,2022,3,9,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,158094
1,0,0,0,1,0,7,2025,3,8,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,60095
4,1,1,1,1,0,5,2025,3,8,4,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,124582
14,1,1,1,1,0,1,2020,3,9,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,77966
6,0,0,1,1,0,4,2026,3,2,2,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,79205
8,1,0,1,1,0,4,2023,3,1,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,133506
7,1,0,1,0,1,1,2025,1,6,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,71161
3,0,1,0,0,1,9,2026,1,5,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,59394
10,1,1,1,1,0,6,2023,3,1,4,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,174644
6,1,1,1,1,1,4,2023,3,3,5,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,112203
3,1,1,1,1,1,5,2020,3,8,5,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,111728
3,0,1,1,1,0,2,2022,3,3,3,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,132354
5,0,0,1,0,0,2,2024,3,9,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,106522
4,1,0,0,1,0,5,2024,1,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,86421
13,0,0,1,0,1,10,2020,2,1,2,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,117188
13,1,1,0,1,0,4,2023,3,9,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,159460
3,0,1,0,1,0,12,2020,3,8,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,119083
12,1,1,1,1,1,7,2021,3,6,5,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,111578
3,1,1,1,0,0,7,2021,3,7,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,147161
12,1,1,1,0,1,7,2025,2,5,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,110519
13,1,1,0,1,0,2,2025,3,9,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,131073
2,1,1,1,0,0,6,2023,1,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,66255
12,1,1,1,0,1,5,2025,3,7,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,100140
11,1,1,1,0,0,6,2026,3,8,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,90060
6,0,0,0,1,1,12,2024,1,2,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,77641
4,1,0,1,0,1,12,2020,1,1,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,121902
0,1,0,1,0,0,10,2025,1,6,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,112251
10,0,1,1,0,0,9,2020,2,3,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,124309
11,0,1,1,0,1,9,2025,2,1,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,124768
3,1,0,0,1,1,11,2024,1,4,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,101153
6,0,0,1,1,0,9,2022,3,8,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,125160
2,1,0,0,0,0,7,2023,1,2,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,75888
13,0,1,1,1,1,2,2020,3,3,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,92359
11,1,1,1,1,0,1,2020,3,1,4,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,119680
6,1,1,0,1,1,5,2020,3,8,4,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,72792
2,1,0,1,1,1,10,2025,3,7,4,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,116773
10,0,0,0,0,0,10,2022,3,7,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,98724
5,1,1,0,0,1,12,2025,1,2,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,87765
4,0,1,1,0,1,2,2021,1,1,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,77859
1,1,0,1,0,0,11,2021,1,6,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,86300
13,0,1,0,1,1,12,2025,2,1,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,127108
0,0,1,0,1,0,1,2026,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,157952
12,1,1,0,1,0,3,2023,2,3,3,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,93396
3,1,1,0,0,1,7,2021,3,7,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,57681
11,0,0,1,1,0,7,2026,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,100185
13,1,1,0,1,0,3,2025,3,9,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,119816
14,0,0,1,0,0,5,2022,3,9,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,133190
0,0,1,0,1,1,4,2021,3,8,3,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,124318
8,0,1,1,1,1,6,2024,3,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,148959
7,1,1,1,0,1,5,2024,3,9,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,77237
14,1,0,0,0,1,1,2022,3,9,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,59953
8,1,0,1,1,1,4,2022,3,3,4,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,114521
0,1,1,0,1,0,10,2021,3,9,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,66292
12,1,0,0,1,1,8,2020,3,7,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,103008
14,0,1,1,0,1,11,2020,2,5,3,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,123996
3,0,1,1,1,1,1,2022,3,2,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,128457
0,1,1,0,0,1,4,2021,3,7,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,108696
5,0,1,0,1,0,1,2026,1,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,105948
8,1,0,0,1,0,6,2022,3,8,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,63865
6,1,1,0,0,1,6,2024,1,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,146061
6,1,0,1,0,1,4,2020,3,7,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,132039
5,0,1,0,0,1,5,2026,1,3,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,86990
3,1,0,0,0,1,9,2022,3,9,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,80975
4,0,0,1,0,0,2,2026,3,8,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,85201
2,1,0,0,0,0,10,2026,1,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,91317
5,0,1,0,0,0,8,2022,1,5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,115710
1,1,0,0,1,1,12,2021,3,7,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,98699
0,0,1,0,0,0,1,2022,1,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,91607
11,1,1,0,1,0,3,2021,3,9,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,131074
0,1,0,0,1,0,10,2024,3,8,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,133536
14,0,1,1,0,0,1,2026,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,171216
9,1,0,1,0,1,12,2022,2,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,117395
6,0,1,1,1,1,2,2026,3,9,4,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,115239
3,1,1,0,0,1,1,2026,1,5,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,106772
0,0,1,1,1,0,6,2020,3,7,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,106984
11,1,1,0,0,1,9,2020,2,2,3,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,63298
0,1,0,1,1,0,6,2026,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,160085
5,1,1,0,1,0,8,2024,1,6,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,179261
12,0,0,1,1,0,8,2021,3,2,2,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,133143
9,0,1,1,0,0,5,2023,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,118140
11,1,1,1,0,0,6,2026,3,7,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,61370
8,1,1,1,0,1,1,2024,3,9,4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,78645
1,1,1,0,1,0,9,2026,1,2,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,101762
1,1,0,1,1,1,3,2021,3,3,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,90257
10,0,1,0,0,1,6,2020,3,9,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,83689
6,1,1,0,0,1,2,2022,1,4,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,106929
12,0,1,1,1,0,6,2024,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,126208
9,0,0,0,1,1,12,2021,2,4,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,95424
2,0,1,0,0,0,8,2026,1,5,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,70448
3,1,0,0,1,1,6,2021,1,1,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,78706
0,1,0,0,1,0,9,2025,1,4,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,113058
7,0,1,1,1,0,3,2022,3,8,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,131127
7,1,0,1,0,1,3,2021,3,9,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,124944
10,1,0,1,0,0,8,2020,2,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,175537
2,1,0,0,0,1,9,2026,1,5,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,95947
3,1,1,1,0,1,9,2025,1,3,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,94504
7,1,1,1,1,1,11,2021,3,8,5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,140430
1,0,0,1,1,1,11,2024,3,4,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,111639
3,0,0,1,0,0,4,2020,3,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,83522
0,1,1,1,0,1,6,2026,1,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,184821
6,1,0,1,0,0,3,2021,3,8,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,61224
9,0,0,0,0,1,11,2021,3,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,142374
8,1,0,0,1,0,3,2020,2,2,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,91077
5,1,0,1,0,1,12,2026,3,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,95387
14,1,1,1,0,0,2,2025,2,6,3,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,90566
7,1,1,1,0,0,8,2023,1,4,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,67733
4,1,0,0,0,0,11,2022,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,71484
8,0,0,1,0,1,12,2021,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,117216
7,0,1,1,0,1,8,2024,1,5,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,125320
11,1,1,1,0,1,12,2023,2,4,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,164069
